ID,album,albumPeakPositionUS,year,TrackNumber,title,side,length,key,chords,writers,linkLyrics,lengthS,lyrics,nbreWriters
145,Mondo Bizarro,190,1992,7,Take It As It Comes,B,2M 7S,Em,7,"Jim Morrison, John Densmore, Robby Krieger, Ray Manzarek",http://www.azlyrics.com/lyrics/ramones/takeitasitcomes.html,127S,"Time to live, time to lie < br>Time to laugh, time to die < br>Take it easy baby < br>Take it as it comes  < br>dont move too fast < br>if you want your love to last < br>you've been moving much too fast < br>Time to walk, time to run < br>Time to aim your arrows at the sun < br>Go real slow < br>You'll like it more and more < br>Take it as it comes < br>Specialize in having fun < br>Moving much too fast < br>Moving much too fast",4
146,Mondo Bizarro,190,1992,8,Main Man,B,3M 29S,F#,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/mainman.html,209S,"When I start movin, you see a blur. < br>Get hooked on me baby, there ain't no cure. < br>I've always been able to laugh at fate. < br>Two brown eyes filled with hate. < br>I'm the man who make  < br>the street his home. < br>And my lean, mean heart < br>Is just as hard as stone. < br>Oh, I'm my main man. < br>dont want nothing from no one. < br>I'm my main man. < br>Always ready for what ever's gonna happen. < br>Spend my time in a cold jail cell. < br>Shootin' up poison, and livin' in hell. < br>And I never care what people think, < br>My history's written on me in tattoed ink. < br>And still life goes on; < br>Tracks on my arms. < br>And the number thirteen < br>Is my good luck charm. < br>What happens to me is my own affair. < br>If you dont like me, I really dont care. < br>'Cause no one's been what I've been through. < br>And I dont do what people want me to do. < br>I'll fight you till < br>The bitter end. < br>And then I'll screw < br>Your little girlfriend.",2
147,Mondo Bizarro,190,1992,9,Tomorrow She Goes Away,B,2M 41S,NA,NA,"Joey Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/tomorrowshegoesaway.html,161S,"Infatuation, she's a fatal attraction < br>Hang around, screw up my mind < br>I hope I've seen her for the very last time < br>(Dangers of drinking), but I dont want to die < br>Got to leave this cycle behind < br>I hope I've seen her for the very last time < br>And I can't wait 'til tomorrow < br>I can't wait another day < br>I can't wait 'til tomorrow < br>Tomorrow she goes away - ay, hay < br>Over my shoulder, I keep looking back < br>I feel a presence following me < br>So I know I'll never be free < br>And I can't wait 'til tomorrow < br>I can't wait another day < br>I can't wait 'til tomorrow < br>Tomorrow she goes away - ay, hay < br>Over my shoulder, I keep looking back < br>I feel a presence following me < br>So I know I'll never be free < br>And I can't wait 'til tomorrow < br>I can't wait another day < br>I can't wait 'til tomorrow < br>Tomorrow she goes away - ay, hay",2
148,Mondo Bizarro,190,1992,10,I Won't Let It Happen,B,2M 22S,G,6,"Joey Ramone, Andy Shernoff",http://www.azlyrics.com/lyrics/ramones/iwontletithappen.html,142S,"Got my socks baby said are new < br>The things she said, well, maybe they're true < br>But it's not gonna happen < br>I won't let it happen < br>Not again < br>Easy come, easy go, easily < br>But that's not how I want it to be < br>It's not gonna happen < br>I won't let it happen < br>Not again < br>Sitting all alone by the telephone < br>When are you coming home < br>Hey! < br>Easy come, easy go, easily < br>But that's not how I want it to be < br>And it's not gonna happen < br>I won't let it happen  < br>Not again",2
149,Mondo Bizarro,190,1992,11,Cabbies On Crack,B,3M 1S,NA,NA,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/cabbiesoncrack.html,181S,"Guided to a path, Broadway, 59 < br>Took off like a blast < br>Almost lost my mind - oh, oh < br>Cabbies on crack < br>It first felt like at thrill ride < br>Excited for a while < br>Got pretty scary swerving at 100 miles an hour - oh, oh < br>Cabbies on crack < br>I want to get out, out of this yellow shell < br>I want to get out, crack cabbies straight from hell < br>And I dont wanna die before I live < br>Cabbies on < br>Cabbies on crack < br>Cabbies on crack < br>Want my money back < br>(Pieces of plastic mouse start to get in my mouth - oh, oh) < br>Cabbies on crack < br>Times Square was approaching < br>He braked for the light < br>At 90 miles an hour, that's why I saw my life - oh, oh < br>Cabbies on crack < br>I want to get out, out of this yellow shell < br>I want to get out, crack cabbies straight from hell < br>And I dont wanna die before I live < br>Cabbies on < br>Cabbies on crack < br>Cabbies on crack",1
150,Mondo Bizarro,190,1992,12,Heidi Is A Headcase,B,2M 57S,NA,NA,"Joey Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/heidiisaheadcase.html,177S,"Headcase baby < br>She's a cool kind of crazy < br>Wild and she's willing < br>(It's an early Dylan) < br>She drives me crazy, oh yeah < br>When I look into her big brown eyes < br>I'm so glad to know she's mine < br>My little headcase, yeah < br>Ooh, ooh, yeah, my little headcase, yeah < br>Ooh, ooh, yeah < br>Heidi is a headcase, a rebel and a rouser < br>Blasts away for hours < br>What's she doin' now on the escalator < br>Snorting up some speed on the picture of St. Peters < br>What 'cha doin'? < br>When I look into her big brown eyes < br>I'm so glad to know she's mine < br>My little headcase, yeah < br>Ooh, ooh, yeah, my little headcase, yeah < br>Ooh, ooh, yeah < br>Ooh, baby baby, whatever you do now < br>dont ever go away < br>Ooh, baby baby, whatever you do now < br>dont you ever go astray < br>dont you ever go away - ooh, ooh, yea < br>Heidi is a headcase",2
151,Mondo Bizarro,190,1992,13,Touring,B,2M 51S,C,6,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/touring.html,171S,"Well, we've been to London and we've been to L.A.  < br>Spain, New Zealand, and the U.S.A.  < br>Europe, Japan, and Pango-Pango  < br>Canada, Siam, Oz and Kamoto  < br>The kids all come from miles around  < br>The party gets started when the sun goes down  < br>A Holiday Inn's the only home  < br>I know, I know, I know, I know  < br>Rock-n-roll's alive 'cause we got the power baby  < br>Crusing down the highway at 500 miles an hour baby  < br>We got a fuel-injected tour bus, man it really flies  < br>With a video tape deck inside  < br>Let's go, rock-n-roll, everybody c'mon  < br>Let's go, rock-n-roll, everybody c'mon now  < br>Touring, touring, is never boring  < br>Touring, touring, is never boring  < br>Touring, touring, is never boring  < br>Touring, touring, oh baby, touring  < br>Especially with your favorite girl  < br>Touring, touring, all around the world  < br>Well we've been around this great big world  < br>And we've met all kinds of guys and girls  < br>From Kamoto Islands to Rockaway Beach  < br>No, it's not hard, not far to reach  < br>American girls knock me out, ya know  < br>Fast cars, cold beer, and rock-n-roll  < br>America is the only home  < br>I know, I know, I know, I know  < br>Let's go let's go let's go let's go 500 miles to Mexico  < br>Let's go let's go let's go let's go 200 miles to Tokyo  < br>Let's go let's go let's go let's go  < br>Drive, drive, drive the night away  < br>Straight on through to the break of day  < br>Drive, drive, drive the night away  < br>Well, it's in your blood, it's in your blood  < br>Touring, touring...  < br>Touring touring, all around the world  < br>Touring touring, all around the world  < br>Touring touring, all around the world",1
152,Acid Eaters,179,1993,1,Journey To The Center Of The Mind Amboy Dukes,A,2M 52S,NA,NA,"Ted Nugent, Steve Farmer",http://www.azlyrics.com/lyrics/ramones/journeytothecenterofthemindamboydukes.html,172S,"Leave your cares behind come with us and find < br>The pleasures of a journey to the center of the mind < br>Come along if you care < br>Come along if you dare < br>Take a ride to the land inside of your mind < br>Beyond the seas of thought beyond the realm of what < br>Across the streams of hopes and dreams where things are really not < br>Come along if you care... < br>But please realise you'll probably be surprised < br>For it's the land unknown to man < br>Where fantasy is fact < br>So if you can, please understand < br>You might not come back < br>Come along if you care < br>Come along if you dare < br>Take a ride to the land inside and you'll see < br>How happy life could be if all of mankind < br>Would take the time to journey to the center of the mind < br>Would take the time to journey to the center of the mind < br>Center of the mind",2
153,Acid Eaters,179,1993,2,Substitute,A,3M 15S,NA,NA,Pete Townshend,http://www.azlyrics.com/lyrics/ramones/substitute.html,195S,"You think we look pretty good together. < br>You think my shoes are made of leather. < br>But I'm a substitute for another guy. < br>I look pretty tall but my heels are high. < br>The simple things you see are all complicated. < br>I look pretty young but I'm just back dated, yeah. < br>Substitute your lies for facts. < br>I see right through your plastic mac. < br>I look all white but my dad was black. < br>My brand new suit's really made out of sack. < br>I was born with a plastic spoon in my mouth. < br>The North side of my town faced East and the east was facing South. < br>And now you dare to look me in the eye. < br>Those crocodile tears are what you cry. < br>It's a genuine problem you won't try < br>to work it out at all, just pass it by, pass it by. < br>Substitute me for him. < br>Substitute my Coke for gin. < br>Substitute you for my Mum, < br>at least I'll get my washing done. < br>I'm a substitute for another guy. < br>I look pretty tall but my heels are high. < br>The simple things you see are all complicated. < br>I look pretty young but I'm just back dated, yeah. < br>I was born with a plastic spoon in my mouth. < br>The North side of my town faced East and the east was facing South. < br>And now you dare to look me in the eye. < br>Those crocodile tears are what you cry. < br>It's a genuine problem you won't try < br>to work it out at all, just pass it by, pass it by. < br>Substitute me for him. < br>Substitute my Coke for gin. < br>Substitute you for my Mum, < br>at least I'll get my washing done. < br>Substitute your lies for facts. < br>I see right through your plastic mac. < br>I look all white but my dad was black. < br>My brand new suit's really made out of sack.",1
154,Acid Eaters,179,1993,3,Out Of Time,A,2M 41S,F,4,"Mick Jagger, Keith Richards",http://www.azlyrics.com/lyrics/ramones/outoftime.html,161S,"You dont know what's going on < br>You've been away for far too long < br>You can't come back and think you are still mine < br>You're out of touch, my baby < br>My poor discarded baby < br>I said, baby, baby, baby, you're out of time < br>Well, baby, baby, baby, you're out of time < br>I said, baby, baby, baby, you're out of time < br>You are all left out < br>Out of there without a doubt < br>'Cause baby, baby, baby, you're out of time < br>You thought you were a clever girl < br>Giving up your social whirl < br>But you can't come back and be the first in line, on no < br>You're obsolete my baby < br>My poor old-fashioned baby < br>I said baby, baby, baby you're out of time < br>Well, baby, baby, baby, you're out of time < br>I said, baby, baby, baby, you're out of time < br>Yes, you are left out < br>Out of there without a doubt < br>'Cause baby, baby, baby, you're out of time",2
155,Acid Eaters,179,1993,4,The Shape Of Things To Come,A,1M 46S,NA,NA,"Barry Mann, Cynthia Weil",http://www.azlyrics.com/lyrics/ramones/theshapeofthingstocome.html,106S,"There's a new sun Risin' up angry in the sky < br>And there's a new voice Sayin' &quot;we're not afraid to die&quot; < br>Let the old world make believe It's blind and deaf and dumb < br>But nothing can change the shape of things to come < br>There are changes Lyin' ahead in every road < br>And there are new thoughts Ready and waiting to explode < br>When tomorrow is today The bells may toll for some < br>But nothing can change the shape of things to come < br>The future's comin' in, now Sweet and strong < br>Ain't no-one gonna hold it back for long < br>There are new dreams Crowdin' out old realities < br>There's revolution Sweepin' in like a fresh new breeze < br>Let the old world make believe It's blind and deaf and dumb < br>(But) nothing can change the shape of things < br>To come",2
156,Acid Eaters,179,1993,5,Somebody To Love,A,2M 31S,A,4,Darby Slick,http://www.azlyrics.com/lyrics/ramones/somebodytolove.html,151S,"When the truth is found to be lies < br>and all the joys within you dies < br>dont you want somebody to love < br>dont you need somebody to love < br>wouldn't you love somebody to love < br>you better find somebody to love < br>When the garden flowers baby are dead yes < br>and your mind is full of red < br>dont you want somebody to love < br>dont you need somebody to love < br>wouldn't you love somebody to love < br>you better find somebody to love < br>your eyes, I say your eyes may look like his < br>but in your head baby I'm afraid you dont know where it is < br>dont you want somebody to love < br>dont you need somebody to love < br>wouldn't you love somebody to love < br>you better find somebody to love < br>tears are running ah running down your breast < br>and your friends baby they treat you like a guest < br>dont you want somebody to love < br>dont you need somebody to love < br>wouldn't you love somebody to love < br>you better find somebody to love",1
157,Acid Eaters,179,1993,6,When I Was Young,A,3M 16S,Em,6,"Eric Burdon, John Weider, Vic Briggs, Danny McCulloch, Barry Jenkins",http://www.azlyrics.com/lyrics/ramones/wheniwasyoung.html,196S,"The rooms were so much colder then < br>My father was a soldier then < br>And times were very hard < br>When I was young < br>When I was young < br>I smoked my first cigarette at ten < br>And for girls I had a that yen < br>And I had quite a ball < br>When I was young < br>When I was young it was more important < br>Pain more painful and laughter much louder, yeah < br>When I was young < br>When I was young < br>I met my first love at thirteen < br>She was brown, and I was pretty green < br>And I learned quite a lot < br>When I was young < br>When I was young < br>When I was young it was more important < br>Pain more painful and laughter much louder, yeah < br>When I was young < br>When I was young < br>My faith was so much stronger then < br>I believed in fellow men < br>And I was so much older then < br>When I was young < br>When I was young < br>When I was young...",5
158,Acid Eaters,179,1993,7,7 And 7 Is,B,1M 50S,A,6,Arthur Lee,http://www.azlyrics.com/lyrics/ramones/7and7is.html,110S,"When I was a boy I thought about the times I'd be a man < br>I'd sit inside a bottle and pretend that I was in a can < br>In my lonely room I'd sit my mind in an ice cream cone < br>You can throw me if you wanna 'cause I'm a bone and I go < br>Oop-ip-ip oop-ip-ip, yeah! < br>If I dont start cryin' it's because that I have got no eyes < br>My father's in the fireplace and my dog lies hypnotized < br>Through a crack of light I was unable to find my way < br>Trapped inside a night but I'm a day and I go < br>Oop-ip-ip oop-ip-ip, yeah! < br>One... Two... Three... Four!",1
159,Acid Eaters,179,1993,8,My Back Pages,B,2M 27S,B,5,Bob Dylan,http://www.azlyrics.com/lyrics/ramones/mybackpages.html,147S,"Crimson flames tied through my ears < br>Rollin' high and mighty traps < br>Pounced with fire on flaming roads < br>Using ideas as my maps < br>&quot;We'll meet on edges, soon,&quot; said I < br>Proud 'neath heated brow. < br>Ah, but I was so much older then, < br>I'm younger than that now. < br>Half-wracked prejudice leaped forth < br>&quot;Rip down all hate,&quot; I screamed < br>Lies that life is black and white < br>Spoke from my skull. I dreamed < br>Romantic facts of musketeers < br>Foundationed deep, somehow. < br>Ah, but I was so much older then, < br>I'm younger than that now. < br>In a soldier's stance, I aimed my hand < br>At the mongrel dogs who teach < br>Fearing not that I'd become my enemy < br>In the instant that I preach < br>My pathway led by confusion boats < br>Mutiny from stern to bow. < br>Ah, but I was so much older then, < br>I'm younger than that now. < br>Yes, my guard stood hard when abstract threats < br>Too noble to neglect < br>Deceived me into thinking < br>I had something to protect < br>Good and bad, I define these terms < br>Quite clear, no doubt, somehow. < br>Ah, but I was so much older then, < br>I'm younger than that now.",1
160,Acid Eaters,179,1993,9,Can't Seem To Make You Mine,B,2M 42S,C,5,Sky Saxon,http://www.azlyrics.com/lyrics/ramones/cantseemtomakeyoumine.html,162S,I can't seem to make you mine < br>I can't seem to make you mine < br>You fly around like a bee < br>Hurtin' everything you see < br>I try everything I know < br>To make you wanna love me so < br>The only things you do < br>Is try to put the hurt on me < br>Can't you see what you're doin to me < br>You fill my heart with misery < br>In every breath and step I take < br>I'm more in love with you < br>Can't go on like this < br>A little bit of love and not one kiss < br>I've gotta have your love every day < br>Love that's real and will stay < br>I can't seem to make you mine < br>I can't seem to make you mine < br>I can't seem to make you mine < br>I can't seem to make you mine < br>Can't you see... < br>I can't seem to make you mine < br>I can't seem to make you mine < br>Come back baby to me < br>And my misery < br>I give you love night and day < br>Never ever go away < br>I can't seem to make you mine < br>I can't seem to make you mine < br>I can't seem to make you mine,1
161,Acid Eaters,179,1993,10,Have You Ever Seen The Rain,B,2M 22S,NA,NA,John Fogerty,http://www.azlyrics.com/lyrics/ramones/haveyoueverseentherain.html,142S,"Someone told me long ago, there's a calm before the storm. < br>I know, and it's been comin' for some time. < br>When it's over, so they say, it'll rain a sunny day. < br>I know, shinin' down like water. < br>I want to know, have you ever seen the rain? < br>I want to know, have you ever seen the rain < br>comin' down on a sunny day? < br>Yesterday, and days before, sun is cold and rain is hard. < br>I know, been that way for all my time. < br>'Til forever on it goes through the circle fast and slow, < br>I know, and it can't stop, I wonder. < br>I want to know, have you ever seen the rain? < br>I want to know, have you ever seen the rain < br>comin' down on a sunny day?",1
162,Acid Eaters,179,1993,11,Can't Control Myself,B,2M 55S,NA,NA,Reg Presley,http://www.azlyrics.com/lyrics/ramones/cantcontrolmyself.html,175S,"I can't stand still cause you've got me goin < br>Your slacks are low and your hips are showin < br>I take you girl as you're standing there < br>Your low cut slacks and your long black hair < br>dont want you goin' round with no one else < br>cause when I'm with you I can't control myself < br>Defense is down and you've got me shakin < br>You've got me so that my nerves are breakin < br>If you got me, I like you girl < br>Your knees would bend and your hair will curl < br>You make me move, yeah, like no one else  < br>cause when I'm with you I can't control myself < br>I've got this feeling that's inside of me < br>It makes me think of how things used to be < br>It makes me fell allright < br>When I'm with you at night and we love < br>You hold me so with this quick temptation < br>This kind of feeling could move a nation < br>And I'm okay when I'm here with you < br>I do the things that you want me to < br>But do these things for no one else < br>'cause when I'm with you I can't control myself < br>I can't control myself  < br>I can't control myself  < br>I can't control myself  < br>I can't control myself < br>I can't control myself baby",1
163,Acid Eaters,179,1993,12,Surf City,B,2M 26S,Bb,9,"Brian Wilson, Jan Berry",http://www.azlyrics.com/lyrics/ramones/surfcity.html,146S,"I bought a pretty cool wagon and we call it a woody Surf City, here we come < br>You know, it ain't very cherry, it's an oldie but a goody Surf City, here we come < br>Well, it ain't got a backseat or a rear window < br>But it still gets me where I wanna go < br><i>[Chorus:]</i> < br>And we're goin' Surf City, 'cause it's two to one < br>You know we're goin' Surf City, gonna have some fun < br>Yeah we're goin' Surf City, 'cause it's two to one < br>You know we're goin' Surf City, gonna have someone, now < br>They say they never roll the scoops, < br>because there's always something goin Surf City, here we come < br>You know, they're either out surfin' or they got a party growin Surf City, here we come < br>Well it's two surfin honey for every guy < br>And all you gotta do is just wink your eye < br><i>[chorus]</i> < br>And if my woody breaks down, < br>I'll get somewhere as a surfer Surf City, here we come < br>I'll strap my board to my back and hitch a ride in my wet-suit Surf City, here we come < br>And when I get to Surf City, I'll be shootin pearl < br>And checkin' out the parties for surfer girls < br><i>[chorus]</i>",2
164,Adios Amigos,148,1994,1,I Don't Want To Grow Up,A,2M 46S,D,5,"Tom Waits, Kathleen Brennan",http://www.azlyrics.com/lyrics/ramones/idontwanttogrowup.html,166S,"When I'm lyin' in my bed at night < br>I dont wanna grow up < br>Nothing ever seems to turn out right < br>I dont wanna grow up < br>How do you move in a world of fog that's < br>always changing things < br>Makes wish that I could be a dog < br>When I see the price that you pay < br>I dont wanna grow up < br>I dont ever want to be that way < br>I dont wanna grow up < br>Seems that folks turn into things < br>that they never want < br>The only thing to live for is today... < br>I'm gonna put a hole in my T.V. set < br>I dont wanna grow up < br>Open up the medicine chest < br>I dont wanna grow up < br>I dont wanna have to shout it out < br>I dont want my hair to fall out < br>I dont wanna be filled with doubt < br>I dont wanna be a good boy scout < br>I dont wanna have to learn to count < br>I dont wanna have the biggest amount < br>I dont wanna grow up < br>Well when I see my parents fight < br>I dont wanna grow up < br>They all go out and drinkin all night < br>I dont wanna grow up < br>I'd rather stay here in my room < br>Nothin' out there but sad and gloom < br>I dont wanna live in a big old tomb on grand street < br>When I see the 5 oclock news < br>I dont wanna grow up < br>Comb their hair and shine their shoes < br>I dont wanna grow up < br>Stay around in my old hometown < br>I dont wanna put no money down < br>I dont wanna get a big old loan < br>Work them fingers to the bone < br>I dont wanna float on a broom < br>Fall in love, get married then boom < br>How the hell did it get here so soon < br>I dont wanna grow up",2
165,Adios Amigos,148,1994,2,Makin Monsters For My Friends,A,2M 35S,C,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/makinmonstersformyfriends.html,155S,Everybody said so man you could see it on T.V. < br>They stood there ashamed with nowhere to go < br>Nobody wants them now the kids are alright < br>Every day is a holiday and pushin' people around < br>I'm making monsters for my friends < br>I'm making monsters for my friends < br>Someone caught one I could see so myself < br>I had to call 254 so they wouldn't blame me < br>We wanted to know how much trouble there was < br>When we asked our daddy he said it's just because < br>I'm making monsters for my friends < br>I'm making monsters for my friends < br>I dont wanna open a can of worms and < br>I dont want any Spagetti-Os < br>And I could always tell when < br>someone is holding a grudge < br>I'm making monsters for my friends < br>I'm making monsters for my friends < br>I'm making monsters for my friends < br>I'm making monsters for my friends,2
166,Adios Amigos,148,1994,3,It's Not For Me To Know,A,2M 51S,G,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/itsnotformetoknow.html,171S,Easy come and easy go for me that was the fun < br>It was something that I didn't think was so bad < br>Now I'm lookin' out my window but I dont know < br>where I am < br>And I've give up trying to understand what I can't < br>I dont have any illusions anymore < br>I've done all that I can do < br>It's not for me to know It's not for me to know < br>It's not for me to know It's not for me to know < br>I stood under the moonlight to ill-luminate myself < br>Something I fell into from being kicked around < br>I dont have any illusions anymore < br>I've done all that I can do < br>It's not for me to know It's not for me to know < br>It's not for me to know It's not for me to know < br>No one seemed to notice seeing from smoke screen eyes < br>You can get what you want but I dont think it is true < br>I dont have any illusions anymore < br>I've done all that I can do < br>It's not for me to know It's not for me to know < br>It's not for me to know It's not for me to know < br>It's not for me to know It's not for me to know,2
167,Adios Amigos,148,1994,4,The Crusher,A,2M 27S,E,8,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/thecrusher.html,147S,Now I wanna wrestle in the garden < br>I'm on my way to stardom < br>I know I'm ready I know I'm great < br>But first I have to get in shape < br>Cause I've got my eyes on the Russian Bear < br>Gonna tear him up I swear < br>This guy thinks he's the champion < br>Gonna take his belt and beat him! < br>I'm the crusher king of the ring < br>I'm ready for a match with the Russian Bear < br>Gonna pile drive him pull his hair < br>I might have a foreign object in my trunks < br>I might have to use on that punk < br>Got the hardest hold you can put on anyone < br>If you're my victim you're beaten < br>I'm a lean mean fighting machine < br>Powerful and strong like King Kong < br>I'm the crusher king of the ring  < br>Started having second thought I was scared as hell < br>The last thing I wanted was to hear them ring the bell < br>I mean the Russian Bear could probably < br>tear me limb from limb < br>He'd probably grin be real happy with himself < br>This is not good for my health < br>I'm not coming out of the dressing room < br>And get beaten up by that goon < br>Go back to Russia go back home! < br>dont wanna get a broken bone < br>Or a lump on my head < br>Ain't gonna hide under the bed < br>I'm the crusher king of the ring < br>I'm the Crusher,2
168,Adios Amigos,148,1994,5,Life's A Gas,A,3M 34S,G,7,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/lifesagas.html,214S,"Life's a gas, Life's a gas, Life's a gas, a gas, oh yea < br>Life's a gas, Life's a gas, Life's a gas, a gas, oh yea < br>So dont be sad cause I'll be there < br>dont be sad at all < br>Life's a gas, Life's a gas, Life's a gas, a gas, a gas, oh yea < br>Life's a gas, Life's a gas, Life's a gas, a gas, a gas, oh yea < br>So dont be sad cause I'll be there < br>dont be sad at all < br>Life's a gas, Life's a gas, Life's a gas, a gas, oh yea < br>Life's a gas, Life's a gas, Life's a gas, a gas, oh yea < br>So dont be sad cause I'll be there < br>dont be sad at all",1
169,Adios Amigos,148,1994,6,Take The Pain Away,A,2M 42S,D,4,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/takethepainaway.html,162S,I went out today for a walk in the rain < br>I was so sad and blue I could feel any pain < br>I was worried about everything my head began to howl < br>I am running away from myself there's < br>too many demons around here now < br>Everybody I dont know what to say < br>I wish I could take the pain away < br>Everybody I dont know what to say < br>I wish I could take the pain away < br>But that can't happen and everybody knows it's true < br>And if you have to know I'll never understand you < br>So if you have to go then you'd better go now < br>Go off somewhere safe I hope you will somehow < br>Everybody I dont know what to say < br>I wish I could take the pain away < br>Everybody I dont know what to say < br>I wish I could take the pain away < br>Everybody I dont know what to say < br>I wish I could take the pain away < br>Everybody I dont know what to say < br>I wish I could take the pain away,2
170,Adios Amigos,148,1994,7,I Love You,A,2M 21S,A,5,Johnny Thunders,http://www.azlyrics.com/lyrics/ramones/iloveyou.html,141S,"When I look in your eyes < br>I see words I can't describe < br>And these words I'm tellin' you < br>And I tell you I love you < br>dont try to put me down < br>Just because my back is turned around < br>I'm playing is strait for once cause baby I love you < br>I really do there's no one else like you, Baby I love... < br>Baby I love you < br>No matter what you do < br>Baby I love you and I tell you I know you < br>dont try to put me down < br>Just because my back is turned around < br>I'm playing it strait for once baby I love you < br>I really do There's no one like you < br>Baby I love... < br>Cause baby I love you I really do < br>There's no one else like you < br>Baby I love you Baby I love you < br>Baby I love you Baby I love you < br>Baby I love you Baby I love... < br>Baby I love you no matter what I do < br>Baby I love you and I tell you I love you...",1
171,Adios Amigos,148,1994,8,Cretin Family,B,2M 9S,D,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/cretinfamily.html,129S,I am not so upset about my horrible self < br>But why dont you go upset yourself < br>Hey here's the mirror see your stupid face < br>What a disgrace man and you know it's true < br>Cretin family Cretin family Cretin family < br>Everyone's against me < br>Cretin family Cretin family Cretin family < br>Oi-Oi-Oi-Oi < br>dont stare at me it's freakin' me out < br>Look what's happening now it's all your fault < br>You can't do nothin' absolutely nothing' o.k. < br>Why dont you get a hoola hoop < br>and do the cretin hop and < br>Cretin family Cretin family Cretin family < br>Everyone's against me < br>Cretin family Cretin family Cretin family < br>Oi-Oi-Oi-Oi < br>I'm never wrong dont tell me what to do < br>Here's a little curse it's from me to you < br>It's nothin' gonna happen nothin' ever will < br>You'll be miserable every day your luck will always be bad < br>Cretin family Cretin family Cretin family < br>Everyone's against me < br>Cretin family Cretin family Cretin family < br>Oi-Oi-Oi-Oi < br>Cretin family Cretin family Cretin family < br>Everyone's against me < br>Cretin family Cretin family Cretin family < br>Oi-Oi-Oi-Oi,2
172,Adios Amigos,148,1994,9,Have A Nice Day,B,1M 39S,A,7,"Marky Ramone, Garrett James Uhlenbrock",http://www.azlyrics.com/lyrics/ramones/haveaniceday.html,99S,I heard it from the gangster < br>I heard it from the priest < br>I heard it from my best friend < br>Way down in the middle east < br>Have a nice day. That's all I hear every day < br>Have a nice day. I dont believe a word you say < br>I heard from the landlord < br>When he kicked me out < br>I heard it from the spirits < br>As they possessed my house < br>Have a nice day. That's all I hear every day < br>Have a nice day. I dont believe a word you say < br>When they look me in the eye I turn the other way < br>It's just a trained reaction something they gotta say... yeah < br>I heard it from New Zealand < br>I heard it at the club < br>I heard it from my doctor < br>Before he pulled the plug < br>Have a nice day. That's all I hear every day < br>Have a nice day. I dont believe a word you say < br>Have a nice day. That's all I hear every day < br>Have a nice day. I dont believe a word you say,2
173,Adios Amigos,148,1994,10,Scattergun,B,2M 30S,NA,8,C.J. Ramone,http://www.azlyrics.com/lyrics/ramones/scattergun.html,150S,"Smooth bore, scattergun, you are the only one < br>To cover me when I sleep, cover me in my dreams < br>carry a smooth bore < br>Scattergun, steal from me there'll be no time to run < br>I got the bead on you, she fires true < br>Take what you want and I'll do what I have to do < br>Smooth bore, scattergun, scattergun, scattergun < br>Triple-O bucks the only shot for me < br>Cut any man right off at the knees < br>dont need to bother the police, < br>I've got my Mossberg 590 < br>Smooth bore, scattergun, you are the only one < br>To cover me when I sleep, < br>cover me in my dreams carry a smooth bore < br>Scattergun, steal from me there'll be no time to run < br>I got the bead on you, she fires true < br>Take what you want and I'll do what I have to do < br>Smooth bore, scattergun, scattergun, scattergun < br>Smooth bore, scattergun, you are the only one < br>To cover me when I sleep, < br>cover me in my dreams carry a smooth bore < br>Scattergun, scattergun, scattergun",1
174,Adios Amigos,148,1994,11,Got A Lot To Say,B,1M 41S,NA,7,C.J. Ramone,http://www.azlyrics.com/lyrics/ramones/gotalottosay.html,101S,I got alot to say < br>I got alot to say < br>I got alot to say < br>I got alot to say < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I got alot to say < br>I got alot to say < br>I got alot to say < br>I got alot to say < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I got alot to say < br>I got alot to say < br>I got alot to say < br>I got alot to say < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now < br>I can't remember now,1
